,Consultant,Main New Gloss.1,Gloss Variant,D Start HS,N-D Start HS,D End HS,N-D End HS,Passive Arm,Session,Scene,Start,End,vid_links
153,Naomi,ACCEPT,ACCEPT,5,5,flat-O,flat-O,N,ASL_2008_08_04,4,2903,2930,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Naomi_35.mov
154,Lana,ACCEPT,ACCEPT,5,5,flat-O,flat-O,N,ASL_2006_10_10,2,272,283,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Lana_35.mov
155,Dana,ACCEPT,ACCEPT,5,5,flat-O,flat-O,N,ASL_2007_05_24,5,278,317,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Dana_35.mov
157,Liz,ACCIDENT,ACCIDENT,S,S,S,S,N,ASL_2008_01_11,5,2015,2041,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_36.mov
158,Naomi,ACCIDENT,ACCIDENT,S,S,S,S,N,ASL_2008_08_04,4,3407,3438,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Naomi_36.mov
160,Liz,ACCIDENT,(5)ACCIDENT,5,5,A,A,N,ASL_2008_01_11,5,1795,1840,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_3567.mov
161,Naomi,ACCIDENT,(5)ACCIDENT,5,5,10,10,N,ASL_2008_08_04,4,3147,3174,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Naomi_3567.mov
162,Lana,ACCIDENT,(5)ACCIDENT,5,5,S,S,N,ASL_2006_10_10,2,519,562,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Lana_3567.mov
163,Dana,ACCIDENT,(5)ACCIDENT,5,5,S,S,N,ASL_2007_05_24,5,632,660,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Dana_3567.mov
165,Tyler,ACCIDENT,(3)ACCIDENT,3,3,S,A,N,ASL_2008_05_12a,4,1705,1725,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Tyler_5086.mov
167,Liz,(5)CRASH,(5)CRASH,5,B-L,S,B-L,N,ASL_2008_01_18,8,266,297,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_5987.mov
168,Tyler,(5)CRASH,(5)CRASH,5,B-L,A,B-L,N,ASL_2008_05_12b,7,3299,3335,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Tyler_5987.mov
169,Naomi,(5)CRASH,(5)CRASH,5,5,A,5,N,ASL_2008_08_06,7,4397,4430,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Naomi_5987.mov
170,Brady,(5)CRASH,(5)CRASH,5,5,S,5,N,ASL_2011_06_08_Brady,31,3061,3084,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_5987.mov
172,Liz,ACCOMPANY,ACCOMPANY,A,A,A,A,N,ASL_2008_01_11,5,2241,2280,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_38.mov
173,Naomi,ACCOMPANY,ACCOMPANY,A,A,A,A,N,ASL_2008_08_04,4,3809,3828,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Naomi_38.mov
175,Liz,TOGETHER/GO-STEADY,TOGETHER/GO-STEADY+++,A,A,A,A,N,ASL_2008_02_01,8,280,360,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_15171.mov
176,Liz,TOGETHER/GO-STEADY,TOGETHER/GO-STEADY+,10,10,10,10,N,ASL_2008_03_28,19,1425,1460,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_15213.mov
177,Naomi,TOGETHER/GO-STEADY,TOGETHER/GO-STEADY++,A,A,A,A,N,ASL_2008_08_13,6,3900,3940,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Naomi_15171.mov
178,Brady,TOGETHER/GO-STEADY,TOGETHER/GO-STEADY++,A,A,A,A,N,ASL_2011_06_14_Brady,27,1225,1263,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_15171.mov
179,Brady,TOGETHER/GO-STEADY,TOGETHER/GO-STEADY++,A,A,A,A,N,ASL_2011_07_22_Brady,7,1764,1811,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_15213.mov
181,Liz,TOGETHER/GO-STEADY,ALL-TOGETHER,A,A,A,A,N,ASL_2008_01_11,12,1510,1555,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_15281.mov
182,Tyler,TOGETHER/GO-STEADY,ALL-TOGETHER,A,A,A,A,N,ASL_2008_05_12a,10,1590,1630,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Tyler_15281.mov
183,Naomi,TOGETHER/GO-STEADY,ALL-TOGETHER,A,A,A,A,N,ASL_2008_08_04,9,1237,1277,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Naomi_15281.mov
185,Tyler,(1)GO-STEADY,(1)GO-STEADY+,1,1,1,1,N,ASL_2008_05_29a,38,3070,3145,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Tyler_15397.mov
187,Liz,BLAME,BLAME,10,A,10,A,N,ASL_2008_01_11,6,1005,1040,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_40.mov
188,Liz,BLAME,BLAME,10,A,10,A,N,ASL_2008_01_11,45,535,560,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_3443.mov
189,Tyler,BLAME,BLAME,10,A,10,A,N,ASL_2008_05_12a,6,3517,3540,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Tyler_40.mov
190,Tyler,BLAME,BLAME,10,S,10,S,N,ASL_2008_05_12a,28,710,740,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Tyler_3443.mov
191,Naomi,BLAME,BLAME,10,A,10,A,N,ASL_2008_08_04,4,4460,4490,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Naomi_40.mov
192,Naomi,BLAME,BLAME,10,S,10,S,N,ASL_2008_08_04,29,1030,1047,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Naomi_3443.mov
193,Brady,BLAME,BLAME,10,10,10,10,N,ASL_2011_06_08_Brady,21,10451,10463,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_40.mov
194,Brady,BLAME,BLAME,10,Rlxd,10,Rlxd,Y,ASL_2011_07_22_Brady,38,3002,3025,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_3443.mov
196,Liz,BLAME,BLAME-1p,10,S,10,S,N,ASL_2008_02_15,14,751,810,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_5411.mov
197,Brady,BLAME,BLAME-1p,10,10,10,10,N,ASL_2011_07_22_Brady,48,532,571,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_5411.mov
199,Liz,OVER/AFTER,OVER/AFTER,B-L,B,B-L,B,N,ASL_2008_01_11,6,1320,1360,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_41.mov
200,Liz,OVER/AFTER,OVER/AFTER,B-L,B,B-L,B,N,ASL_2008_01_11,9,546,580,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_3393.mov
201,Liz,OVER/AFTER,OVER/AFTER,B,B,B,B,N,ASL_2008_02_15,28,2195,2245,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_3570.mov
202,Tyler,OVER/AFTER,OVER/AFTER,flat-B,flat-B,flat-B,flat-B,N,ASL_2008_05_12a,6,3730,3760,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Tyler_41.mov
203,Tyler,OVER/AFTER,OVER/AFTER,B-L,B,B-L,B,N,ASL_2008_05_12a,8,360,387,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Tyler_3393.mov
204,Naomi,OVER/AFTER,OVER/AFTER,B-L,B,B-L,B,N,ASL_2008_08_04,5,410,425,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Naomi_41.mov
205,Naomi,OVER/AFTER,OVER/AFTER,B-L,B,B-L,B,N,ASL_2008_08_04,7,395,418,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Naomi_3393.mov
206,Brady,OVER/AFTER,OVER/AFTER,B-L,B,B-L,B,N,ASL_2011_06_08_Brady,9,6594,6614,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_41.mov
208,Liz,ACT,ACT++,A,A,A,A,N,ASL_2008_01_11,6,1605,1670,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_42.mov
209,Liz,ACT,ACT+,A,A,A,A,N,ASL_2008_01_18,23,1387,1445,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_3447.mov
210,Tyler,ACT,ACT++,10,10,10,10,N,ASL_2008_05_12a,6,3940,3985,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Tyler_42.mov
211,Tyler,ACT,ACT++,10,10,10,10,N,ASL_2008_05_29a,3,1620,1665,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Tyler_3447.mov
212,Naomi,ACT,ACT+,A,A,A,A,N,ASL_2008_08_04,5,597,658,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Naomi_42.mov
213,Naomi,ACT,ACT+,A,A,A,A,N,ASL_2008_08_06,23,1290,1342,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Naomi_3447.mov
214,Brady,ACT,ACT+,A,A,A,A,N,ASL_2011_06_14_Brady,6,7080,7105,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_42.mov
215,Brady,ACT,ACT+,10,10,10,10,N,ASL_2011_07_22_Brady,42,454,489,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_3447.mov
217,Liz,AGGRESSIVE,AGGRESSIVE++,A,A,A,A,N,ASL_2008_01_11,13,520,575,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_15762.mov
218,Tyler,AGGRESSIVE,AGGRESSIVE+,A,10,A,10,N,ASL_2008_05_12a,8,1600,1627,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Tyler_15762.mov
219,Naomi,AGGRESSIVE,AGGRESSIVE+,A,A,A,A,N,ASL_2008_08_04,9,2007,2047,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Naomi_15762.mov
220,Brady,AGGRESSIVE,AGGRESSIVE+,10,10,10,10,N,ASL_2011_06_08_Brady,9,12148,12175,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_15762.mov
221,Brady,AGGRESSIVE,AGGRESSIVE+,A,A,A,A,N,ASL_2011_06_08_Brady,11,2822,2852,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_15763.mov
223,Liz,ADD,ADD,crvd-5,crvd-5,flat-O,flat-O,N,ASL_2008_01_11,6,2515,2560,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_46.mov
224,Liz,ADD,ADD,crvd-5,crvd-5,flat-O,flat-O,N,ASL_2008_01_11,6,2820,2860,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_3343.mov
225,Naomi,ADD,ADD,crvd-5,crvd-5,flat-O,flat-O,N,ASL_2008_08_04,5,1557,1580,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Naomi_46.mov
226,Naomi,ADD,ADD,crvd-5,crvd-5,flat-O,flat-O,N,ASL_2008_08_04,9,3660,3690,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Naomi_3343.mov
228,Tyler,TOTAL,TOTAL,crvd-5,crvd-5,flat-O,flat-O,N,ASL_2008_05_12a,6,4855,4881,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Tyler_3572.mov
229,Tyler,TOTAL,TOTAL,crvd-5,crvd-5,flat-O,flat-O,N,ASL_2008_05_12a,6,5170,5200,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Tyler_15771.mov
230,Naomi,TOTAL,TOTAL,crvd-5,crvd-5,flat-O,flat-O,N,ASL_2008_08_04,5,1339,1368,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Naomi_3572.mov
231,Brady,TOTAL,TOTAL,crvd-5,crvd-5,flat-O,flat-O,N,ASL_2011_07_22_Brady,37,606,630,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_3572.mov
233,Liz,TOTAL,TOTAL_2,crvd-5,crvd-5,flat-O,flat-O,N,ASL_2008_01_11,13,1681,1725,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_15772.mov
234,Tyler,TOTAL,TOTAL_2,crvd-5,crvd-5,flat-O,flat-O,N,ASL_2008_05_12a,10,4206,4236,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Tyler_15772.mov
235,Brady,TOTAL,TOTAL_2,crvd-5,crvd-sprd-B,flat-O,flat-O,N,ASL_2011_06_08_Brady,11,7910,7936,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_15772.mov
237,Liz,ENTER,ENTER,B,flat-B,B,flat-B,N,ASL_2008_01_11,6,3355,3390,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_48.mov
238,Liz,ENTER,ENTER,B,B-L,B,B-L,N,ASL_2008_01_18,32,1580,1620,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_3625.mov
239,Tyler,ENTER,ENTER,bent-B,flat-B,flat-B,flat-B,N,ASL_2008_05_12a,6,5660,5680,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Tyler_48.mov
240,Tyler,ENTER,ENTER,flat-B,B-L,flat-B,B-L,N,ASL_2008_05_29a,12,1535,1565,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Tyler_3625.mov
241,Naomi,ENTER,ENTER,crvd-B,flat-B,B,flat-B,N,ASL_2008_08_04,5,2825,2848,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Naomi_48.mov
242,Naomi,ENTER,ENTER,bent-B,B-L,B,B-L,N,ASL_2008_08_06,32,1030,1065,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Naomi_3625.mov
243,Brady,ENTER,ENTER+,B-L,B-L,B-L,B-L,N,ASL_2011_06_14_Brady,56,1040,1062,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_48.mov
244,Lana,ENTER,ENTER,B-xd,bent-B,B-xd,bent-B,N,ASL_2006_10_10,8,2584,2607,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Lana_48.mov
245,Dana,ENTER,ENTER,bent-B,bent-B-L,bent-B-L,bent-B-L,N,ASL_2007_05_24,12,2528,2568,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Dana_48.mov
247,Liz,ADMIT,ADMIT,B-L,B-L,B-L,B-L,N,ASL_2008_01_11,7,540,573,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_49.mov
248,Naomi,ADMIT,ADMIT,B-L,B-L,B-L,B-L,N,ASL_2008_08_04,5,3507,3537,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Naomi_49.mov
250,Tyler,ADMIT,(1h)ADMIT,B-L,,B-L,,N,ASL_2008_05_12a,6,6350,6392,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Tyler_5087.mov
252,Liz,ADVISE/INFLUENCE,ADVISE/INFLUENCE,flat-O,flat-B,5,flat-B,N,ASL_2008_01_11,7,1805,1830,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_54.mov
253,Liz,ADVISE/INFLUENCE,ADVISE/INFLUENCE+,flat-O,B,5,B,N,ASL_2008_01_11,7,2110,2145,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_3506.mov
254,Tyler,ADVISE/INFLUENCE,ADVISE/INFLUENCE,flat-O,B,5,B,N,ASL_2008_05_12a,7,825,850,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Tyler_54.mov
255,Tyler,ADVISE/INFLUENCE,ADVISE/INFLUENCE++,flat-O,B,5,B,N,ASL_2008_05_12a,7,1060,1101,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Tyler_3506.mov
256,Naomi,ADVISE/INFLUENCE,ADVISE/INFLUENCE,flat-O,B,5,B,N,ASL_2008_08_04,6,1008,1041,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Naomi_54.mov
257,Naomi,ADVISE/INFLUENCE,ADVISE/INFLUENCE+,O,Rlxd,crvd-5,Rlxd,N,ASL_2008_08_04,6,1328,1367,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Naomi_3506.mov
258,Brady,ADVISE/INFLUENCE,ADVISE/INFLUENCE,flat-O,Rlxd,crvd-sprd-B,Rlxd,N,ASL_2011_06_08_Brady,9,352,365,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_54.mov
259,Lana,ADVISE/INFLUENCE,ADVISE/INFLUENCE,flat-O,Rlxd,crvd-sprd-B,Rlxd,N,ASL_2006_10_10,2,951,974,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Lana_54.mov
260,Dana,ADVISE/INFLUENCE,ADVISE/INFLUENCE+,flat-O,Rlxd,5,Rlxd,N,ASL_2007_05_24,5,1136,1188,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Dana_54.mov
262,Liz,ADVISE/INFLUENCE,ADVISE/INFLUENCE_2,flat-O,S,5,S,N,ASL_2008_02_01,31,1740,1772,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_16513.mov
263,Naomi,ADVISE/INFLUENCE,ADVISE/INFLUENCE_2,flat-O,S,5,S,N,ASL_2008_08_13,26,3587,3610,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Naomi_16513.mov
264,Brady,ADVISE/INFLUENCE,ADVISE/INFLUENCE_2,flat-O,S,5,S,N,ASL_2011_06_14_Brady,40,2471,2487,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_16513.mov
266,Liz,AFRAID,SCARE+,5,5,5,5,N,ASL_2008_01_11,8,805,845,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_56.mov
267,Tyler,AFRAID,SCARE++,5,5,5,5,N,ASL_2008_05_12a,7,1560,1600,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Tyler_56.mov
268,Brady,AFRAID,SCARE+,5,5,5,5,N,ASL_2011_06_08_Brady,9,1148,1172,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_56.mov
270,Liz,AFRAID,AFRAID,S,S,5,5,N,ASL_2008_01_18,39,2130,2155,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_3631.mov
271,Liz,AFRAID,AFRAID,S,S,5,5,N,ASL_2008_02_29,23,1210,1246,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_15315.mov
272,Tyler,AFRAID,AFRAID,S,S,5,5,N,ASL_2008_05_29a,19,4375,4400,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Tyler_3631.mov
273,Naomi,AFRAID,AFRAID,A,A,5,5,N,ASL_2008_08_04,6,1875,1900,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Naomi_3631.mov
274,Naomi,AFRAID,AFRAID,A,A,5,5,N,ASL_2008_08_06,39,2207,2240,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Naomi_15315.mov
275,Brady,AFRAID,AFRAID,S,S,5,5,N,ASL_2011_06_14_Brady,17,312,332,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_3631.mov
276,Brady,AFRAID,AFRAID,S,S,5,5,N,ASL_2011_07_19_Brady,73,1630,1652,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_15315.mov
277,Lana,AFRAID,AFRAID,S,S,5,5,N,ASL_2006_10_10,24,2306,2319,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Lana_3631.mov
278,Dana,AFRAID,AFRAID,S,S,5,5,N,ASL_2007_05_24,26,2381,2409,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Dana_3631.mov
280,Liz,ns-AFRICA,ns-AFRICA,5,,flat-O,,N,ASL_2008_01_11,8,1770,1815,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_57.mov
281,Tyler,ns-AFRICA,ns-AFRICA,5,,flat-O,,N,ASL_2008_05_12a,7,2495,2525,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Tyler_57.mov
282,Naomi,ns-AFRICA,ns-AFRICA,5,,flat-O,,N,ASL_2008_08_04,6,2835,2860,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Naomi_57.mov
283,Brady,ns-AFRICA,ns-AFRICA,5,,flat-O,,N,ASL_2011_06_08_Brady,9,1666,1688,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_57.mov
285,Liz,(A)ns-AFRICA,(A)ns-AFRICA,A,,A,,N,ASL_2010_08_10_Liz_additional_lexicon_signs,8,1381,1445,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_3568.mov
286,Naomi,(A)ns-AFRICA,(A)ns-AFRICA,A,,A,,N,ASL_2008_08_04,6,2280,2325,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Naomi_3568.mov
